"id","name","city","district","star_rating","price_per_night","available_rooms","amenities","address"
"2154","黔中贵阳北站丽呈睿轩酒店","贵阳","观山湖区","3","409","55","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市观山湖区贵阳北站路386号"
"2155","丽枫(黔中小车河店)","贵阳","南明区","3","369","33","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市南明区小车河路71号"
"2156","贵阳和颐(文昌阁店)","贵阳","南明区","3","190","60","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市南明区文昌阁路415号"
"2157","青季(贵阳北站精品店)","贵阳","南明区","3","331","65","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市南明区贵阳北站路459号"
"2158","贵阳天河潭中心如家商旅","贵阳","云岩区","3","415","66","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市云岩区天河潭路359号"
"2159","贵山甲秀楼商务汉庭优佳","贵阳","乌当区","3","361","38","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市乌当区甲秀楼路87号"
"2160","希岸(筑城小车河店)","贵阳","南明区","3","327","80","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市南明区小车河路374号"
"2161","林城尚客优品(贵阳北站店)","贵阳","云岩区","3","234","69","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市云岩区贵阳北站路342号"
"2162","城家(贵阳北站行政店)","贵阳","花溪区","3","283","67","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市花溪区贵阳北站路211号"
"2163","黔中青岩古镇旗舰都市花园","贵阳","白云区","3","287","46","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市白云区青岩古镇路332号"
"2164","贵阳黔灵山商务非繁城品","贵阳","乌当区","3","244","74","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市乌当区黔灵山路66号"
"2165","城市便捷(文昌阁商务店)","贵阳","南明区","3","362","32","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市南明区文昌阁路119号"
"2166","贵山甲秀楼旗舰如家商旅","贵阳","观山湖区","3","281","38","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市观山湖区甲秀楼路495号"
"2167","黔中黔灵山宜必思尚品","贵阳","白云区","3","233","75","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市白云区黔灵山路57号"
"2168","林城亚朵(黔灵山店)","贵阳","花溪区","3","216","39","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市花溪区黔灵山路371号"
"2169","黔中天河潭景观维也纳","贵阳","乌当区","3","312","73","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市乌当区天河潭路141号"
"2170","艺龙壹堂(青岩古镇中心店)","贵阳","观山湖区","3","279","52","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市观山湖区青岩古镇路97号"
"2171","林城花果园如家商旅酒店","贵阳","花溪区","3","244","30","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市花溪区花果园路222号"
"2172","秋果(甲秀楼3号店)","贵阳","南明区","3","232","56","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市南明区甲秀楼路57号"
"2173","筑城都市花园(观山湖店)","贵阳","花溪区","3","376","30","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市花溪区观山湖路243号"
"2174","潮漫(贵阳文昌阁店)","贵阳","乌当区","3","344","44","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市乌当区文昌阁路231号"
"2175","尚客优品(贵山观山湖店)","贵阳","乌当区","3","221","60","免费WiFi,餐厅,洗衣房,会议室,停车场","贵阳市乌当区观山湖路113号"
"2176","筑城一宿(甲秀楼店)","贵阳","云岩区","2","127","110","免费WiFi,24小时热水,空调,电视","贵阳市云岩区甲秀楼路261号"
"2177","易佰(观山湖3号店)","贵阳","观山湖区","2","187","52","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区观山湖路140号"
"2178","住友(小车河1号店)","贵阳","南明区","2","129","76","免费WiFi,24小时热水,空调,电视","贵阳市南明区小车河路130号"
"2179","轻住(贵阳北站都会店)","贵阳","白云区","2","179","103","免费WiFi,24小时热水,空调,电视","贵阳市白云区贵阳北站路271号"
"2180","筑城如家(甲秀楼店)","贵阳","花溪区","2","171","83","免费WiFi,24小时热水,空调,电视","贵阳市花溪区甲秀楼路1号"
"2181","筑城花溪公园精品花住","贵阳","南明区","2","196","94","免费WiFi,24小时热水,空调,电视","贵阳市南明区花溪公园路129号"
"2182","花溪青岩古镇景观轻时光","贵阳","观山湖区","2","206","117","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区青岩古镇路290号"
"2183","悦季(小车河商务店)","贵阳","乌当区","2","140","45","免费WiFi,24小时热水,空调,电视","贵阳市乌当区小车河路440号"
"2184","六盘水(黔中花果园店)","贵阳","云岩区","2","162","69","免费WiFi,24小时热水,空调,电视","贵阳市云岩区花果园路221号"
"2185","汉庭(黔灵山中心店)","贵阳","南明区","2","151","45","免费WiFi,24小时热水,空调,电视","贵阳市南明区黔灵山路105号"
"2186","林城贵阳北站途窝酒店","贵阳","观山湖区","2","186","110","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区贵阳北站路226号"
"2187","筑城青岩古镇布丁酒店","贵阳","云岩区","2","103","72","免费WiFi,24小时热水,空调,电视","贵阳市云岩区青岩古镇路6号"
"2188","云朵(观山湖度假店)","贵阳","观山湖区","2","110","83","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区观山湖路473号"
"2189","轻住(黔灵山5号店)","贵阳","南明区","2","194","120","免费WiFi,24小时热水,空调,电视","贵阳市南明区黔灵山路481号"
"2190","轻住(花果园2号店)","贵阳","观山湖区","2","183","40","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区花果园路475号"
"2191","筑城小车河爱舍酒店","贵阳","花溪区","2","163","114","免费WiFi,24小时热水,空调,电视","贵阳市花溪区小车河路118号"
"2192","轻时光(贵阳小车河店)","贵阳","观山湖区","2","195","97","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区小车河路285号"
"2193","贵阳黔灵山逸米","贵阳","观山湖区","2","134","64","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区黔灵山路89号"
"2194","逸米(甲秀楼中心店)","贵阳","观山湖区","2","204","66","免费WiFi,24小时热水,空调,电视","贵阳市观山湖区甲秀楼路102号"
"2195","布丁(花果园度假店)","贵阳","南明区","2","178","57","免费WiFi,24小时热水,空调,电视","贵阳市南明区花果园路17号"
"2196","贵山青岩古镇精品海友","贵阳","花溪区","2","154","59","免费WiFi,24小时热水,空调,电视","贵阳市花溪区青岩古镇路353号"
"2197","格林豪泰(花果园店)","贵阳","乌当区","2","146","44","免费WiFi,24小时热水,空调,电视","贵阳市乌当区花果园路273号"
"2198","贝壳(小车河旗舰店)","贵阳","南明区","2","126","49","免费WiFi,24小时热水,空调,电视","贵阳市南明区小车河路79号"
"2199","云朵(贵阳小车河店)","贵阳","云岩区","2","190","106","免费WiFi,24小时热水,空调,电视","贵阳市云岩区小车河路366号"
"2200","住友(文昌阁度假店)","贵阳","花溪区","2","205","116","免费WiFi,24小时热水,空调,电视","贵阳市花溪区文昌阁路273号"
"2201","嘉佩乐(楚河汉街景观店)","武汉","洪山区","5","2503","18","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市洪山区楚河汉街路162号"
"2202","凯悦(楚河汉街店)","武汉","硚口区","5","2342","19","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市硚口区楚河汉街路193号"
"2203","武昌东湖旗舰朗廷","武汉","青山区","5","1199","38","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市青山区东湖路28号"
"2204","索菲特(汉口江滩4号店)","武汉","青山区","5","2296","39","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市青山区汉口江滩路333号"
"2205","华尔道夫(户部巷都会店)","武汉","武昌区","5","1629","35","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市武昌区户部巷路65号"
"2206","武汉汉口江滩香格里拉酒店","武汉","青山区","5","1669","27","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市青山区汉口江滩路283号"
"2207","君悦(汉口汉口江滩店)","武汉","汉阳区","5","1749","20","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市汉阳区汉口江滩路282号"
"2208","悦榕庄(黄鹤楼度假店)","武汉","洪山区","5","1252","35","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市洪山区黄鹤楼路405号"
"2209","索菲特(东湖4号店)","武汉","汉阳区","5","972","23","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市汉阳区东湖路370号"
"2210","荆楚六善(东湖店)","武汉","硚口区","5","1354","31","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市硚口区东湖路142号"
"2211","武汉黄鹤楼绿地铂瑞酒店","武汉","青山区","5","779","37","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市青山区黄鹤楼路415号"
"2212","武汉江汉路万豪酒店","武汉","江汉区","5","1459","25","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市江汉区江汉路路488号"
"2213","武昌汉口江滩威斯汀酒店","武汉","硚口区","5","785","33","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市硚口区汉口江滩路77号"
"2214","保利皇冠(武汉天地3号店)","武汉","硚口区","5","1876","18","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市硚口区武汉天地路82号"
"2215","荆楚君悦(户部巷店)","武汉","汉阳区","5","1856","25","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市汉阳区户部巷路268号"
"2216","凯宾斯基(户部巷5号店)","武汉","青山区","5","853","20","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市青山区户部巷路195号"
"2217","武汉汉口江滩首旅南苑酒店","武汉","洪山区","5","860","29","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市洪山区汉口江滩路26号"
"2218","洲际(白云光谷店)","武汉","江汉区","5","2078","12","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市江汉区光谷路186号"
"2219","汉口新华联丽景(汉口江滩店)","武汉","江汉区","5","1183","17","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市江汉区汉口江滩路212号"
"2220","瑞吉(汉口汉口江滩店)","武汉","江汉区","5","880","21","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","武汉市江汉区汉口江滩路159号"
"2221","建国饭店(武汉天地1号店)","武汉","硚口区","4","831","23","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市硚口区武汉天地路209号"
"2222","江城桔子水晶(武汉天地店)","武汉","汉阳区","4","713","21","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市汉阳区武汉天地路396号"
"2223","岷山(江城户部巷店)","武汉","武昌区","4","398","27","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市武昌区户部巷路444号"
"2224","美爵(汉口江滩1号店)","武汉","武昌区","4","617","60","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市武昌区汉口江滩路376号"
"2225","白云开元曼居(户部巷店)","武汉","汉阳区","4","604","53","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市汉阳区户部巷路100号"
"2226","白云万枫(楚河汉街店)","武汉","汉阳区","4","624","35","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市汉阳区楚河汉街路80号"
"2227","江城武汉天地精品华美达","武汉","汉阳区","4","524","53","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市汉阳区武汉天地路293号"
"2228","戴斯(光谷店)","武汉","江汉区","4","779","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市江汉区光谷路189号"
"2229","岷山(武昌楚河汉街店)","武汉","武昌区","4","434","49","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市武昌区楚河汉街路448号"
"2230","希尔顿逸林(光谷景观店)","武汉","硚口区","4","713","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市硚口区光谷路388号"
"2231","武汉户部巷商务美居","武汉","洪山区","4","727","41","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市洪山区户部巷路279号"
"2232","汉口楚河汉街金陵饭店","武汉","青山区","4","436","50","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市青山区楚河汉街路194号"
"2233","戴斯(光谷5号店)","武汉","青山区","4","867","21","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市青山区光谷路396号"
"2234","全季旗舰(东湖5号店)","武汉","江岸区","4","532","37","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市江岸区东湖路170号"
"2235","武昌昙华林锦江都城","武汉","青山区","4","698","22","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市青山区昙华林路149号"
"2236","诺富特(楚河汉街商务店)","武汉","江汉区","4","713","32","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市江汉区楚河汉街路425号"
"2237","汉口岷山(昙华林店)","武汉","江岸区","4","577","29","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市江岸区昙华林路413号"
"2238","豪生(东湖4号店)","武汉","硚口区","4","476","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市硚口区东湖路25号"
"2239","江城维景国际(昙华林店)","武汉","武昌区","4","571","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市武昌区昙华林路208号"
"2240","江城黄鹤楼郁锦香","武汉","洪山区","4","428","25","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市洪山区黄鹤楼路471号"
"2241","武昌世纪金源(江汉路店)","武汉","洪山区","4","862","46","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市洪山区江汉路路399号"
"2242","远洋(汉口江滩店)","武汉","武昌区","4","563","21","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市武昌区汉口江滩路416号"
"2243","荆楚东湖福朋喜来登酒店","武汉","江岸区","4","480","58","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市江岸区东湖路269号"
"2244","江城武汉天地度假万怡","武汉","江岸区","4","859","36","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市江岸区武汉天地路374号"
"2245","荆楚东湖美居酒店","武汉","硚口区","4","568","45","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","武汉市硚口区东湖路189号"
"2246","途客中国(黄鹤楼1号店)","武汉","武昌区","3","386","37","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市武昌区黄鹤楼路446号"
"2247","潮漫(昙华林3号店)","武汉","江岸区","3","237","44","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江岸区昙华林路204号"
"2248","潮漫(江汉路2号店)","武汉","青山区","3","373","56","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市青山区江汉路路100号"
"2249","锦江之星品尚(户部巷都会店)","武汉","江汉区","3","198","45","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江汉区户部巷路232号"
"2250","汉口江汉路格盟酒店","武汉","洪山区","3","245","32","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市洪山区江汉路路357号"
"2251","江城汉口江滩景观都市花园","武汉","汉阳区","3","190","53","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区汉口江滩路323号"
"2252","汉口全季(楚河汉街店)","武汉","洪山区","3","291","80","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市洪山区楚河汉街路381号"
"2253","荆楚丽枫(东湖店)","武汉","武昌区","3","379","31","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市武昌区东湖路481号"
"2254","丽枫(江城黄鹤楼店)","武汉","汉阳区","3","279","55","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区黄鹤楼路453号"
"2255","武汉武汉天地桔子酒店","武汉","江汉区","3","262","77","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江汉区武汉天地路109号"
"2256","汉庭优佳(江城楚河汉街店)","武汉","江岸区","3","193","57","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江岸区楚河汉街路261号"
"2257","武昌昙华林度假城市便捷","武汉","武昌区","3","396","61","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市武昌区昙华林路218号"
"2258","白玉兰(荆楚楚河汉街店)","武汉","汉阳区","3","371","32","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区楚河汉街路60号"
"2259","汉口如家商旅(汉口江滩店)","武汉","武昌区","3","379","42","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市武昌区汉口江滩路176号"
"2260","江城归元寺都会雅斯特","武汉","青山区","3","408","63","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市青山区归元寺路70号"
"2261","锐思特(楚河汉街1号店)","武汉","江汉区","3","193","36","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江汉区楚河汉街路342号"
"2262","青季(黄鹤楼3号店)","武汉","汉阳区","3","324","67","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区黄鹤楼路363号"
"2263","汉口光谷和颐酒店","武汉","汉阳区","3","362","58","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区光谷路131号"
"2264","锦江之星品尚(昙华林5号店)","武汉","硚口区","3","386","54","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市硚口区昙华林路446号"
"2265","荆楚昙华林都市花园酒店","武汉","青山区","3","407","63","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市青山区昙华林路152号"
"2266","荆楚江汉路景观白玉兰","武汉","汉阳区","3","325","45","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区江汉路路76号"
"2267","优程(东湖3号店)","武汉","江岸区","3","325","69","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江岸区东湖路406号"
"2268","尚客优品(楚河汉街中心店)","武汉","武昌区","3","255","79","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市武昌区楚河汉街路73号"
"2269","武昌美豪(昙华林店)","武汉","汉阳区","3","339","74","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区昙华林路12号"
"2270","江城喆啡(武汉天地店)","武汉","硚口区","3","375","56","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市硚口区武汉天地路498号"
"2271","全季(白云归元寺店)","武汉","江汉区","3","323","76","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江汉区归元寺路117号"
"2272","荆楚楚河汉街行政潮漫","武汉","江岸区","3","242","63","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江岸区楚河汉街路71号"
"2273","汉口黄鹤楼景观全季","武汉","江岸区","3","210","39","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市江岸区黄鹤楼路462号"
"2274","汉口美豪(黄鹤楼店)","武汉","汉阳区","3","331","78","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市汉阳区黄鹤楼路184号"
"2275","白云户部巷丽呈睿轩酒店","武汉","洪山区","3","380","65","免费WiFi,餐厅,洗衣房,会议室,停车场","武汉市洪山区户部巷路196号"
"2276","青旅之家(武汉天地旗舰店)","武汉","硚口区","2","100","111","免费WiFi,24小时热水,空调,电视","武汉市硚口区武汉天地路247号"
"2277","微客(户部巷3号店)","武汉","青山区","2","172","83","免费WiFi,24小时热水,空调,电视","武汉市青山区户部巷路473号"
"2278","汉口海友(楚河汉街店)","武汉","青山区","2","168","59","免费WiFi,24小时热水,空调,电视","武汉市青山区楚河汉街路124号"
"2279","荆楚光谷尚美酒店","武汉","硚口区","2","205","61","免费WiFi,24小时热水,空调,电视","武汉市硚口区光谷路245号"
"2280","武汉速8(黄鹤楼店)","武汉","硚口区","2","175","90","免费WiFi,24小时热水,空调,电视","武汉市硚口区黄鹤楼路465号"
"2281","青旅之家(黄鹤楼2号店)","武汉","武昌区","2","108","50","免费WiFi,24小时热水,空调,电视","武汉市武昌区黄鹤楼路343号"
"2282","荆楚江汉路派酒店酒店","武汉","青山区","2","220","48","免费WiFi,24小时热水,空调,电视","武汉市青山区江汉路路193号"
"2283","武汉昙华林住友酒店","武汉","硚口区","2","136","120","免费WiFi,24小时热水,空调,电视","武汉市硚口区昙华林路311号"
"2284","白云格林豪泰(江汉路店)","武汉","武昌区","2","198","62","免费WiFi,24小时热水,空调,电视","武汉市武昌区江汉路路442号"
"2285","江城昙华林景观住友","武汉","洪山区","2","117","46","免费WiFi,24小时热水,空调,电视","武汉市洪山区昙华林路374号"
"2286","江城逸客栈(光谷店)","武汉","江岸区","2","155","96","免费WiFi,24小时热水,空调,电视","武汉市江岸区光谷路307号"
"2287","宜居(户部巷度假店)","武汉","武昌区","2","191","91","免费WiFi,24小时热水,空调,电视","武汉市武昌区户部巷路391号"
"2288","云朵(白云户部巷店)","武汉","汉阳区","2","101","111","免费WiFi,24小时热水,空调,电视","武汉市汉阳区户部巷路409号"
"2289","白云尚客优(归元寺店)","武汉","硚口区","2","217","46","免费WiFi,24小时热水,空调,电视","武汉市硚口区归元寺路83号"
"2290","汉口黄鹤楼都会格林豪泰","武汉","洪山区","2","167","73","免费WiFi,24小时热水,空调,电视","武汉市洪山区黄鹤楼路35号"
"2291","江城楚河汉街派酒店酒店","武汉","洪山区","2","218","56","免费WiFi,24小时热水,空调,电视","武汉市洪山区楚河汉街路489号"
"2292","汉口骏怡(户部巷店)","武汉","江汉区","2","112","99","免费WiFi,24小时热水,空调,电视","武汉市江汉区户部巷路279号"
"2293","武昌黄鹤楼中心尚客优","武汉","江汉区","2","112","50","免费WiFi,24小时热水,空调,电视","武汉市江汉区黄鹤楼路309号"
"2294","武汉逸米(武汉天地店)","武汉","武昌区","2","129","105","免费WiFi,24小时热水,空调,电视","武汉市武昌区武汉天地路343号"
"2295","骏怡(归元寺3号店)","武汉","洪山区","2","147","55","免费WiFi,24小时热水,空调,电视","武汉市洪山区归元寺路98号"
"2296","99优选(武昌东湖店)","武汉","硚口区","2","138","73","免费WiFi,24小时热水,空调,电视","武汉市硚口区东湖路304号"
"2297","白云户部巷锦江之星酒店","武汉","青山区","2","117","90","免费WiFi,24小时热水,空调,电视","武汉市青山区户部巷路151号"
"2298","悠度(武汉东湖店)","武汉","洪山区","2","105","70","免费WiFi,24小时热水,空调,电视","武汉市洪山区东湖路232号"
"2299","白云99优选(光谷店)","武汉","青山区","2","159","108","免费WiFi,24小时热水,空调,电视","武汉市青山区光谷路56号"
"2300","易佰(归元寺都会店)","武汉","硚口区","2","216","63","免费WiFi,24小时热水,空调,电视","武汉市硚口区归元寺路39号"
"2301","洲际(意式风情区都会店)","天津","南开区","5","1099","30","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市南开区意式风情区路100号"
"2302","凯悦(津城津湾广场店)","天津","河东区","5","2692","35","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河东区津湾广场路375号"
"2303","卓美亚(海河景观店)","天津","河东区","5","1675","38","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河东区海河路59号"
"2304","津门锦江国际(盘山店)","天津","红桥区","5","799","20","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市红桥区盘山路118号"
"2305","海河五大道都会半岛","天津","南开区","5","2435","22","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市南开区五大道路349号"
"2306","海河艾美(海河店)","天津","红桥区","5","2713","17","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市红桥区海河路461号"
"2307","建国铂萃(津城天津之眼店)","天津","滨海新区","5","689","22","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市滨海新区天津之眼路277号"
"2308","天津天津之眼商务瑞吉","天津","河东区","5","2110","20","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河东区天津之眼路346号"
"2309","天津津湾广场四季酒店","天津","红桥区","5","2052","27","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市红桥区津湾广场路230号"
"2310","天塔瓷房子中心威斯汀","天津","南开区","5","978","26","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市南开区瓷房子路334号"
"2311","文华东方(泰达4号店)","天津","河东区","5","2550","34","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河东区泰达路305号"
"2312","希尔顿(泰达精品店)","天津","河北区","5","2441","29","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河北区泰达路312号"
"2313","朗廷(盘山店)","天津","滨海新区","5","1199","38","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市滨海新区盘山路471号"
"2314","沽上五大道商务希尔顿","天津","河北区","5","2454","33","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河北区五大道路307号"
"2315","莱佛士(沽上盘山店)","天津","河西区","5","2063","37","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河西区盘山路377号"
"2316","津城盘山旗舰安缦","天津","红桥区","5","1024","19","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市红桥区盘山路178号"
"2317","天塔盘山鲁能希尔顿酒店","天津","河北区","5","2487","12","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河北区盘山路183号"
"2318","津门文华东方(盘山店)","天津","南开区","5","2636","16","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市南开区盘山路277号"
"2319","嘉佩乐(津门五大道店)","天津","河北区","5","2238","34","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市河北区五大道路40号"
"2320","天津安缦(海河店)","天津","南开区","5","2254","27","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","天津市南开区海河路77号"
"2321","绿地九龙(盘山中心店)","天津","南开区","4","677","53","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市南开区盘山路296号"
"2322","维景国际(海河五大道店)","天津","滨海新区","4","350","45","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市滨海新区五大道路330号"
"2323","天塔古文化街金陵饭店","天津","河西区","4","625","21","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市河西区古文化街路340号"
"2324","海河津湾广场行政希尔顿欢朋","天津","红桥区","4","817","56","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市红桥区津湾广场路20号"
"2325","福朋喜来登(意式风情区2号店)","天津","河东区","4","700","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市河东区意式风情区路138号"
"2326","开元曼居(盘山4号店)","天津","南开区","4","550","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市南开区盘山路181号"
"2327","津门古文化街中心美居","天津","红桥区","4","625","45","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市红桥区古文化街路426号"
"2328","全季旗舰(津门盘山店)","天津","河北区","4","764","30","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","天津市河北区盘山路134号"
